work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,data_science_and_ml,221000,USD,221000,US,0,US,M
2023,SE,FT,data_science_and_ml,185000,USD,185000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,84000,USD,84000,CO,100,CO,M
2023,SE,FT,data_analysis_and_visualization,60000,USD,60000,CO,100,CO,M
2023,MI,FT,data_engineering_and_architecture,60000,GBP,73131,GB,0,GB,M
2023,MI,FT,data_engineering_and_architecture,50000,GBP,60943,GB,0,GB,M
2023,MI,FT,business_intelligence,70000,USD,70000,EG,100,US,M
2021,SE,FL,data_science_and_ml,60000,USD,60000,NG,100,NG,M
2023,SE,FT,data_science_and_ml,281000,USD,281000,US,0,US,M
2023,SE,FT,data_science_and_ml,196000,USD,196000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,146000,USD,146000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,94000,USD,94000,US,0,US,M
2023,EN,FT,data_engineering_and_architecture,69500,USD,69500,US,100,US,M
2023,EN,FT,data_engineering_and_architecture,46400,USD,46400,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,185000,USD,185000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,150000,USD,150000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,145000,USD,145000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,115000,USD,115000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,254000,USD,254000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,200000,USD,200000,US,0,US,M
2023,SE,FT,data_science_and_ml,260000,USD,260000,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,SE,FT,data_science_and_ml,281000,USD,281000,CA,0,CA,M
2023,SE,FT,data_science_and_ml,181000,USD,181000,CA,0,CA,M
2023,SE,FT,data_engineering_and_architecture,285000,USD,285000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,210000,USD,210000,US,100,US,M
2023,EN,FT,data_analysis_and_visualization,69525,USD,69525,US,100,US,M
2023,EN,FT,data_analysis_and_visualization,61800,USD,61800,US,100,US,M
2023,SE,FT,data_science_and_ml,192000,USD,192000,US,0,US,M
2023,SE,FT,data_science_and_ml,164000,USD,164000,US,0,US,M
2023,SE,FT,data_science_and_ml,178000,USD,178000,US,0,US,M
2023,SE,FT,data_science_and_ml,152000,USD,152000,US,0,US,M
2023,SE,FT,business_intelligence,160000,USD,160000,US,100,JP,L
2023,EN,FT,data_science_and_ml,40000,USD,40000,UZ,100,US,M
2023,SE,FT,data_analysis_and_visualization,125000,USD,125000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,95000,USD,95000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,130000,USD,130000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,110000,USD,110000,US,0,US,M
2023,SE,FT,data_science_and_ml,45000,EUR,48408,ES,0,ES,M
2023,SE,FT,data_science_and_ml,36000,EUR,38726,ES,0,ES,M
2023,SE,FT,data_engineering_and_architecture,145000,USD,145000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,120000,USD,120000,US,0,US,M
2023,SE,FT,data_science_and_ml,283200,USD,283200,US,0,US,M
2023,SE,FT,data_science_and_ml,188800,USD,188800,US,0,US,M
2023,SE,FT,data_science_and_ml,225000,USD,225000,FR,0,FR,M
2023,SE,FT,data_science_and_ml,168000,USD,168000,FR,0,FR,M
2023,SE,FT,data_science_and_ml,140000,USD,140000,US,0,US,M
2023,SE,FT,data_science_and_ml,105000,USD,105000,US,0,US,M
2023,EN,FT,data_science_and_ml,130001,USD,130001,US,100,US,M
2023,EN,FT,data_science_and_ml,71907,USD,71907,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,144000,USD,144000,CA,100,CA,M
2023,SE,FT,data_engineering_and_architecture,80000,USD,80000,CA,100,CA,M
2023,SE,FT,data_engineering_and_architecture,205000,USD,205000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,150000,USD,150000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,189400,USD,189400,GB,0,GB,M
2023,SE,FT,data_analysis_and_visualization,131685,USD,131685,GB,0,GB,M
2023,EX,FT,data_management_and_strategy,204500,USD,204500,US,0,US,M
2023,EX,FT,data_management_and_strategy,142200,USD,142200,US,0,US,M
2023,SE,FT,data_science_and_ml,150000,USD,150000,US,100,US,M
2023,SE,FT,data_science_and_ml,130000,USD,130000,US,100,US,M
2023,MI,FT,data_engineering_and_architecture,120000,USD,120000,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,120000,USD,120000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,172000,USD,172000,GB,100,GB,M
2023,SE,FT,data_analysis_and_visualization,110000,USD,110000,GB,100,GB,M
2023,SE,FT,data_science_and_ml,260000,USD,260000,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,SE,FT,data_analysis_and_visualization,110000,USD,110000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,90000,USD,90000,US,100,US,M
2023,EN,FT,business_intelligence,60000,USD,60000,AR,100,US,M
2023,EN,FT,data_science_and_ml,105000,CAD,77700,CA,50,CA,L
2022,MI,FT,data_science_and_ml,45000,GBP,55410,FR,100,GB,M
2023,SE,FT,data_analysis_and_visualization,57000,USD,57000,GE,100,RU,L
2023,MI,FT,ai_development,120000,USD,120000,GB,50,GB,M
2023,SE,FT,data_engineering_and_architecture,168400,USD,168400,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,90700,USD,90700,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,150000,USD,150000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,95000,USD,95000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,161000,USD,161000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,85000,USD,85000,US,0,US,M
2023,SE,FT,data_science_and_ml,240000,USD,240000,US,100,US,M
2023,SE,FT,data_science_and_ml,157250,USD,157250,US,100,US,M
2023,SE,FT,data_science_and_ml,260000,USD,260000,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,SE,FT,data_science_and_ml,277500,USD,277500,US,0,US,M
2023,SE,FT,data_science_and_ml,206000,USD,206000,US,0,US,M
2023,MI,FT,data_science_and_ml,165000,USD,165000,US,0,US,M
2023,MI,FT,data_science_and_ml,150000,USD,150000,US,0,US,M
2023,SE,FT,data_science_and_ml,222200,USD,222200,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,SE,FT,data_science_and_ml,236500,USD,236500,US,0,US,M
2023,SE,FT,data_science_and_ml,176000,USD,176000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,155000,USD,155000,GB,0,GB,M
2023,SE,FT,data_analysis_and_visualization,120000,USD,120000,GB,0,GB,M
2023,SE,FT,data_science_and_ml,172800,USD,172800,GB,100,GB,M
2023,SE,FT,data_science_and_ml,110000,USD,110000,GB,100,GB,M
2023,SE,FT,data_science_and_ml,260000,USD,260000,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,SE,FT,data_engineering_and_architecture,171250,USD,171250,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,113750,USD,113750,US,0,US,M
2022,EN,FT,data_science_and_ml,5500000,JPY,41809,JP,50,JP,L
2020,MI,CT,data_analysis_and_visualization,60000,USD,60000,NG,0,NG,M
2023,EN,FT,data_engineering_and_architecture,100000,USD,100000,DE,50,US,L
2023,SE,CT,other_data_related,300000,EUR,322723,FR,100,US,M
2023,SE,FT,data_engineering_and_architecture,146000,USD,146000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,75000,USD,75000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,146000,USD,146000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,75000,USD,75000,US,0,US,M
2023,EN,FT,research_and_science,150000,USD,150000,US,0,US,M
2023,EN,FT,research_and_science,100000,USD,100000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,62000,USD,62000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,55000,USD,55000,US,0,US,M
2023,MI,FT,data_management_and_strategy,155000,USD,155000,US,0,US,M
2023,MI,FT,data_management_and_strategy,140000,USD,140000,US,0,US,M
2023,MI,FT,data_science_and_ml,36000,USD,36000,NG,50,NG,M
2023,SE,FT,data_science_and_ml,247500,USD,247500,US,0,US,M
2023,SE,FT,data_science_and_ml,172200,USD,172200,US,0,US,M
2023,MI,FT,data_management_and_strategy,110000,USD,110000,US,0,US,M
2023,MI,FT,data_management_and_strategy,70000,USD,70000,US,0,US,M
2023,SE,FT,data_science_and_ml,230000,USD,230000,US,0,US,M
2023,SE,FT,data_science_and_ml,140100,USD,140100,US,0,US,M
2023,SE,FT,data_science_and_ml,297300,USD,297300,US,100,US,M
2023,SE,FT,data_science_and_ml,198200,USD,198200,US,100,US,M
2023,MI,FT,data_engineering_and_architecture,204000,USD,204000,US,100,US,M
2023,MI,FT,data_engineering_and_architecture,161500,USD,161500,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,144000,USD,144000,GB,0,GB,M
2023,SE,FT,data_engineering_and_architecture,77000,USD,77000,GB,0,GB,M
2023,MI,FT,data_management_and_strategy,87500,USD,87500,US,100,US,M
2023,MI,FT,data_management_and_strategy,62500,USD,62500,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,160000,USD,160000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,135000,USD,135000,US,100,US,M
2023,SE,FT,data_science_and_ml,216000,USD,216000,US,100,US,M
2023,SE,FT,data_science_and_ml,184000,USD,184000,US,100,US,M
2023,MI,FT,data_engineering_and_architecture,90000,GBP,109697,GB,0,GB,M
2023,MI,FT,data_engineering_and_architecture,45000,GBP,54848,GB,0,GB,M
2023,SE,FT,data_science_and_ml,253000,USD,253000,US,100,US,M
2023,SE,FT,data_science_and_ml,156400,USD,156400,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,265000,USD,265000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,200000,USD,200000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,217000,USD,217000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,185000,USD,185000,US,100,US,M
2023,SE,FT,data_science_and_ml,177300,USD,177300,GB,0,GB,M
2023,SE,FT,data_science_and_ml,136300,USD,136300,GB,0,GB,M
2023,SE,FT,data_analysis_and_visualization,83000,USD,83000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,72000,USD,72000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,208450,USD,208450,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,170550,USD,170550,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,72000,USD,72000,CO,100,CO,M
2023,SE,FT,data_engineering_and_architecture,60000,USD,60000,CO,100,CO,M
2023,SE,FT,data_science_and_ml,200000,USD,200000,US,0,US,M
2023,SE,FT,data_science_and_ml,130000,USD,130000,US,0,US,M
2023,SE,FT,data_science_and_ml,190000,USD,190000,US,0,US,M
2023,SE,FT,data_science_and_ml,165000,USD,165000,US,0,US,M
2023,EN,FT,data_science_and_ml,165000,USD,165000,US,0,US,M
2023,EN,FT,data_science_and_ml,145000,USD,145000,US,0,US,M
2023,SE,FT,data_science_and_ml,222200,USD,222200,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,EX,FT,data_management_and_strategy,336400,USD,336400,US,0,US,M
2023,EX,FT,data_management_and_strategy,201900,USD,201900,US,0,US,M
2023,MI,FT,data_science_and_ml,189750,USD,189750,US,0,US,M
2023,MI,FT,data_science_and_ml,131100,USD,131100,US,0,US,M
2023,MI,FT,data_management_and_strategy,270000,USD,270000,US,100,US,M
2023,MI,FT,data_management_and_strategy,95000,USD,95000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,170000,USD,170000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,120000,USD,120000,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,117300,USD,117300,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,69000,USD,69000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,182000,USD,182000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,144000,USD,144000,US,100,US,M
2023,MI,FT,data_management_and_strategy,244000,USD,244000,US,0,US,M
2023,MI,FT,data_management_and_strategy,200000,USD,200000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,120000,USD,120000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,100000,USD,100000,US,100,US,M
2023,MI,FT,data_engineering_and_architecture,260000,USD,260000,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,175000,USD,175000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,190000,USD,190000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,150000,USD,150000,US,0,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,250000,USD,250000,US,0,US,M
2023,SE,FT,data_science_and_ml,100000,USD,100000,US,0,US,M
2023,SE,FT,data_science_and_ml,225000,USD,225000,US,100,US,M
2023,SE,FT,data_science_and_ml,175000,USD,175000,US,100,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,210000,USD,210000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,SE,FT,data_science_and_ml,236500,USD,236500,US,0,US,M
2023,SE,FT,data_science_and_ml,176000,USD,176000,US,0,US,M
2023,MI,FT,data_science_and_ml,105000,USD,105000,US,0,US,M
2023,MI,FT,data_science_and_ml,102500,USD,102500,US,0,US,M
2023,SE,FT,data_science_and_ml,370000,USD,370000,US,0,US,M
2023,SE,FT,data_science_and_ml,200000,USD,200000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,260000,USD,260000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,225000,USD,225000,US,0,US,M
2023,SE,FT,research_and_science,370000,USD,370000,US,0,US,M
2023,SE,FT,research_and_science,200000,USD,200000,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,186600,USD,186600,US,100,US,M
2023,MI,FT,data_engineering_and_architecture,116500,USD,116500,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,80000,USD,80000,AR,100,AR,M
2023,SE,FT,data_engineering_and_architecture,60000,USD,60000,AR,100,AR,M
2023,SE,FT,data_management_and_strategy,299500,USD,299500,US,0,US,M
2023,SE,FT,data_management_and_strategy,245100,USD,245100,US,0,US,M
2023,SE,FT,data_science_and_ml,222000,USD,222000,US,100,US,M
2023,SE,FT,data_science_and_ml,138000,USD,138000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,207300,USD,207300,CA,100,CA,M
2023,SE,FT,data_analysis_and_visualization,149200,USD,149200,CA,100,CA,M
2023,SE,FT,data_science_and_ml,292000,USD,292000,US,100,US,M
2023,SE,FT,data_science_and_ml,164500,USD,164500,US,100,US,M
2023,SE,FT,data_science_and_ml,292200,USD,292200,US,100,US,M
2023,SE,FT,data_science_and_ml,164500,USD,164500,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,163800,USD,163800,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,126000,USD,126000,US,0,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,0,US,M
2023,SE,FT,data_science_and_ml,120000,USD,120000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,140000,USD,140000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,120000,USD,120000,US,0,US,M
2023,MI,FT,data_science_and_ml,120000,USD,120000,DE,100,DE,M
2023,SE,FT,computer_vision,280000,USD,280000,US,0,US,M
2023,SE,FT,computer_vision,210000,USD,210000,US,0,US,M
2023,MI,FT,data_science_and_ml,170000,USD,170000,US,100,US,M
2023,MI,FT,data_science_and_ml,150000,USD,150000,US,100,US,M
2023,MI,FT,data_science_and_ml,200000,USD,200000,US,100,US,M
2023,MI,FT,data_science_and_ml,170000,USD,170000,US,100,US,M
2023,EX,FT,data_management_and_strategy,225000,USD,225000,US,100,US,M
2023,EX,FT,data_management_and_strategy,175000,USD,175000,US,100,US,M
2023,SE,FT,research_and_science,189750,USD,189750,US,0,US,M
2023,SE,FT,research_and_science,131100,USD,131100,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,123400,USD,123400,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,82200,USD,82200,US,100,US,M
2023,EN,FT,data_engineering_and_architecture,40000,GBP,48754,GB,100,GB,M
2023,EN,FT,data_engineering_and_architecture,35000,GBP,42660,GB,100,GB,M
2023,EX,FT,data_science_and_ml,225000,USD,225000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,50000,USD,50000,NG,100,NG,S
2023,SE,FT,data_engineering_and_architecture,161800,USD,161800,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,121400,USD,121400,US,0,US,M
2023,SE,FT,research_and_science,285000,USD,285000,US,0,US,M
2023,SE,FT,research_and_science,193900,USD,193900,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,240000,USD,240000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,196000,USD,196000,US,0,US,M
2023,SE,FT,data_science_and_ml,214000,USD,214000,US,0,US,M
2023,SE,FT,data_science_and_ml,164000,USD,164000,US,0,US,M
2023,SE,FT,data_science_and_ml,170000,USD,170000,US,100,US,M
2023,SE,FT,data_science_and_ml,155000,USD,155000,US,100,US,M
2023,SE,FT,data_analysis_and_visualization,125000,USD,125000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,98000,USD,98000,US,0,US,M
2023,SE,FT,data_science_and_ml,199000,USD,199000,US,100,US,M
2023,SE,FT,data_science_and_ml,145000,USD,145000,US,100,US,M
2023,SE,FT,data_science_and_ml,260000,USD,260000,US,100,US,M
2023,SE,FT,data_science_and_ml,200000,USD,200000,US,100,US,M
2022,MI,FT,data_science_and_ml,100000,EUR,105066,GB,50,GB,S
2023,MI,FT,data_engineering_and_architecture,90000,GBP,109697,GB,0,GB,M
2023,MI,FT,data_engineering_and_architecture,70000,GBP,85320,GB,0,GB,M
2023,SE,FT,data_science_and_ml,185900,USD,185900,US,0,US,M
2023,SE,FT,data_science_and_ml,129300,USD,129300,US,0,US,M
2023,EX,FT,data_engineering_and_architecture,200000,USD,200000,US,0,US,M
2023,EX,FT,data_engineering_and_architecture,145000,USD,145000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,175000,USD,175000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,120000,USD,120000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,145000,USD,145000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,120000,USD,120000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,252000,USD,252000,US,0,US,M
2023,SE,FT,data_engineering_and_architecture,129000,USD,129000,US,0,US,M
2023,MI,FT,data_analysis_and_visualization,520000,PHP,9477,PH,50,PH,L
2023,SE,FT,data_engineering_and_architecture,289800,USD,289800,GB,0,GB,M
2023,SE,FT,data_engineering_and_architecture,214000,USD,214000,GB,0,GB,M
2023,SE,FT,data_analysis_and_visualization,142000,USD,142000,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,87500,USD,87500,US,0,US,M
2023,SE,FT,data_science_and_ml,222200,USD,222200,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,SE,FT,data_science_and_ml,220000,USD,220000,US,100,US,M
2023,SE,FT,data_science_and_ml,165000,USD,165000,US,100,US,M
2023,SE,FT,data_science_and_ml,45000,EUR,48408,ES,0,ES,M
2023,SE,FT,data_science_and_ml,36000,EUR,38726,ES,0,ES,M
2023,SE,FT,data_science_and_ml,280830,USD,280830,CA,100,CA,M
2023,SE,FT,data_science_and_ml,173175,USD,173175,CA,100,CA,M
2023,SE,FT,data_science_and_ml,195000,USD,195000,US,0,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,0,US,M
2023,SE,FT,data_science_and_ml,275300,USD,275300,US,100,US,M
2023,SE,FT,data_science_and_ml,183500,USD,183500,US,100,US,M
2023,SE,FT,data_science_and_ml,175000,USD,175000,US,100,US,M
2023,SE,FT,data_science_and_ml,145000,USD,145000,US,100,US,M
2023,MI,FT,data_analysis_and_visualization,105000,USD,105000,US,0,US,M
2023,MI,FT,data_analysis_and_visualization,85000,USD,85000,US,0,US,M
2023,SE,FT,data_science_and_ml,175000,USD,175000,US,100,US,M
2023,SE,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,MI,FT,business_intelligence,75000,GBP,91414,GB,0,GB,M
2023,MI,FT,business_intelligence,40000,GBP,48754,GB,0,GB,M
2023,MI,FT,data_science_and_ml,627000,ZAR,35203,ZA,50,ZA,L
2023,MI,FT,data_engineering_and_architecture,162500,USD,162500,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,130000,USD,130000,US,0,US,M
2023,SE,FT,nlp_engineer,69500,EUR,74764,ES,100,ES,M
2023,SE,FT,nlp_engineer,60000,EUR,64544,ES,100,ES,M
2023,SE,FT,data_engineering_and_architecture,174350,USD,174350,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,126800,USD,126800,US,100,US,M
2023,SE,FT,nlp_engineer,66200,EUR,71214,IT,100,IT,M
2023,SE,FT,nlp_engineer,57000,EUR,61317,IT,100,IT,M
2023,SE,FT,data_engineering_and_architecture,245000,USD,245000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,140000,USD,140000,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,231250,USD,231250,US,100,US,M
2023,SE,FT,data_engineering_and_architecture,138750,USD,138750,US,100,US,M
2023,MI,FT,data_science_and_ml,155000,USD,155000,US,0,US,M
2023,MI,FT,data_science_and_ml,125000,USD,125000,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,242000,USD,242000,US,0,US,M
2023,MI,FT,data_engineering_and_architecture,195000,USD,195000,US,0,US,M
2023,EN,FT,research_and_science,155000,USD,155000,US,0,US,M
2023,EN,FT,research_and_science,125000,USD,125000,US,0,US,M
2023,SE,FT,data_science_and_ml,222200,USD,222200,US,0,US,L
2023,SE,FT,data_science_and_ml,136000,USD,136000,US,0,US,L
2023,MI,FT,data_science_and_ml,160000,USD,160000,US,100,US,M
2023,MI,FT,data_science_and_ml,140000,USD,140000,US,100,US,M
2023,MI,FT,data_management_and_strategy,110000,USD,110000,US,0,US,M
2023,MI,FT,data_management_and_strategy,70000,USD,70000,US,0,US,M
2023,SE,FT,data_science_and_ml,183924,USD,183924,US,0,US,M
2023,SE,FT,data_science_and_ml,125760,USD,125760,US,0,US,M
2023,SE,FT,data_analysis_and_visualization,150000,USD,150000,US,100,US,M
